transaction_id,timestamp,amount,currency,sender_acc,receiver_acc
efb4c46c,2026-05-01 21:51,9596.97,USD,ACC_1248,ACC_7231
9b4c47ce,2026-05-01 21:51,12914.64,USD,ACC_8106,ACC_2392
e956153d,2026-05-01 21:51,965.02,EUR,ACC_2098,ACC_5647
5638aee5,2026-05-01 21:51,8289.31,RUB,ACC_9971,ACC_7831
c53972f5,2026-05-01 21:51,26862.80,USD,ACC_3111,ACC_5070
92442498,2026-05-01 21:51,36539.67,RUB,ACC_5331,ACC_9263
d732df10,2026-05-01 21:51,25473.98,RUB,ACC_8691,ACC_5741
dbcc92c5,2026-05-01 21:51,32278.60,RUB,ACC_4350,ACC_1532
09d763e1,2026-05-01 21:51,12478.37,EUR,ACC_1153,ACC_2673
b0632168,2026-05-01 21:51,29749.52,USD,ACC_4277,ACC_8100
df25be37,2026-05-01 21:51,42194.54,RUB,ACC_9267,ACC_5294
9489673f,2026-05-01 21:51,604.13,RUB,ACC_1611,ACC_7535
fcc79bec,2026-05-01 21:51,16366.93,RUB,ACC_1883,ACC_4310
1909073a,2026-05-01 21:51,1452.27,RUB,ACC_7120,ACC_4219
a3e27b3a,2026-05-01 21:51,17004.38,RUB,ACC_4294,ACC_1815
157d5b68,2026-05-01 21:51,12009.85,USD,ACC_8321,ACC_2803
7c69fb1f,2026-05-01 21:51,560.63,EUR,ACC_3596,ACC_4532
a00eba91,2026-05-01 21:51,19072.19,USD,ACC_6413,ACC_5036
5d049927,2026-05-01 21:51,29391.41,EUR,ACC_7312,ACC_8893
d16499d1,2026-05-01 21:51,21094.41,EUR,ACC_1595,ACC_2871
e6ad27d2,2026-05-01 21:51,14036.87,EUR,ACC_4665,ACC_8846
3f59ceca,2026-05-01 21:51,47957.32,USD,ACC_5217,ACC_7628
3339d93b,2026-05-01 21:51,23211.27,USD,ACC_6232,ACC_9006
fe09d54b,2026-05-01 21:51,30380.16,RUB,ACC_8132,ACC_3393
c0604ebf,2026-05-01 21:51,40233.51,USD,ACC_4119,ACC_9840
7a043aa4,2026-05-01 21:51,42384.29,EUR,ACC_8456,ACC_9044
8bc3ab9a,2026-05-01 21:51,36215.17,USD,ACC_6970,ACC_2295
c0bdca40,2026-05-01 21:51,8257.98,RUB,ACC_2230,ACC_5970
a3b64676,2026-05-01 21:51,36179.39,RUB,ACC_3293,ACC_7547
1c055726,2026-05-01 21:51,45332.65,USD,ACC_3276,ACC_4021
7eae0715,2026-05-01 21:51,11431.22,EUR,ACC_4165,ACC_9076
3b7180d8,2026-05-01 21:51,28921.05,USD,ACC_7883,ACC_2566
cd4256e2,2026-05-01 21:51,47626.10,RUB,ACC_9049,ACC_5132
2e89de77,2026-05-01 21:51,38633.34,EUR,ACC_7312,ACC_4475
89f2a2c4,2026-05-01 21:51,43478.88,EUR,ACC_2301,ACC_8984
fd65abcc,2026-05-01 21:51,20102.40,USD,ACC_7729,ACC_4725
b40a8b1d,2026-05-01 21:51,39403.88,EUR,ACC_3600,ACC_3838
5f5c97d6,2026-05-01 21:51,46070.93,USD,ACC_3755,ACC_2926
b483cea4,2026-05-01 21:51,14001.73,EUR,ACC_7137,ACC_4263
a6413615,2026-05-01 21:51,48696.67,EUR,ACC_2599,ACC_9421
0353d6e3,2026-05-01 21:51,32688.29,USD,ACC_4166,ACC_2838
0e424710,2026-05-01 21:51,20750.57,EUR,ACC_9681,ACC_2657
bbdf842c,2026-05-01 21:51,41504.30,USD,ACC_7230,ACC_9749
298272e8,2026-05-01 21:51,6491.21,EUR,ACC_5008,ACC_2165
c46dd49a,2026-05-01 21:51,38442.97,EUR,ACC_2447,ACC_8372
17942f38,2026-05-01 21:51,38987.85,EUR,ACC_9290,ACC_6042
9269482e,2026-05-01 21:51,7475.10,USD,ACC_3836,ACC_9581
1ab4fa3e,2026-05-01 21:51,11437.28,RUB,ACC_5336,ACC_6992
9e0f6aaa,2026-05-01 21:51,5679.64,EUR,ACC_2072,ACC_8294
c0842dd2,2026-05-01 21:51,27385.97,USD,ACC_1416,ACC_2760
024d09ed,2026-05-01 21:51,48896.50,RUB,ACC_5413,ACC_7881
ebf0900b,2026-05-01 21:51,40485.88,RUB,ACC_2207,ACC_6742
572b1616,2026-05-01 21:51,42393.46,USD,ACC_4536,ACC_7507
708baf77,2026-05-01 21:51,10620.80,USD,ACC_2285,ACC_1892
73c0f747,2026-05-01 21:51,45267.24,EUR,ACC_1897,ACC_2375
8122146f,2026-05-01 21:51,46002.61,EUR,ACC_1317,ACC_8645
4b00f88a,2026-05-01 21:51,10682.78,RUB,ACC_6442,ACC_1254
96ebd4c3,2026-05-01 21:51,29364.57,USD,ACC_2485,ACC_4706
7a0d2586,2026-05-01 21:51,400.93,EUR,ACC_1252,ACC_5023
1401372c,2026-05-01 21:51,32990.81,USD,ACC_5868,ACC_2157
b44b9841,2026-05-01 21:51,1893.10,USD,ACC_2808,ACC_8432
2b99178e,2026-05-01 21:51,40036.14,EUR,ACC_2753,ACC_7365
28cc0901,2026-05-01 21:51,22696.94,USD,ACC_2003,ACC_8555
f8857141,2026-05-01 21:51,15241.50,EUR,ACC_6969,ACC_6829
03343158,2026-05-01 21:51,5324.49,USD,ACC_4223,ACC_9058
01675b1d,2026-05-01 21:51,4207.21,EUR,ACC_3622,ACC_4584
78e76cfe,2026-05-01 21:51,32113.10,EUR,ACC_3826,ACC_4210
c045f160,2026-05-01 21:51,24049.52,RUB,ACC_8116,ACC_3607
f120f81b,2026-05-01 21:51,23100.24,EUR,ACC_4832,ACC_7191
5e09eaff,2026-05-01 21:51,3865.16,EUR,ACC_2729,ACC_7933
0e1307fd,2026-05-01 21:51,16575.57,RUB,ACC_9713,ACC_6636
c203857e,2026-05-01 21:51,26416.51,RUB,ACC_3098,ACC_9558
804f3409,2026-05-01 21:51,7796.23,USD,ACC_3828,ACC_3822
82dd0f3e,2026-05-01 21:51,49584.28,USD,ACC_2603,ACC_3087
2a04fed2,2026-05-01 21:51,38341.40,RUB,ACC_7696,ACC_7952
71855a40,2026-05-01 21:51,34722.43,EUR,ACC_3890,ACC_3931
8813bf07,2026-05-01 21:51,28392.45,USD,ACC_7084,ACC_3348
840b8161,2026-05-01 21:51,8049.87,USD,ACC_6996,ACC_1498
47a5f5a9,2026-05-01 21:51,47375.09,RUB,ACC_4833,ACC_9857
5a117e5b,2026-05-01 21:51,26361.65,USD,ACC_9591,ACC_1992
8b565e79,2026-05-01 21:51,45571.86,EUR,ACC_4128,ACC_6481
a5b6f2a7,2026-05-01 21:51,28689.61,RUB,ACC_2160,ACC_2105
519225ee,2026-05-01 21:51,33714.10,USD,ACC_7164,ACC_1344
ed91093e,2026-05-01 21:51,9621.14,EUR,ACC_7607,ACC_6185
2091a54f,2026-05-01 21:51,45860.44,EUR,ACC_7185,ACC_6087
3f3a8386,2026-05-01 21:51,39016.06,USD,ACC_9304,ACC_6527
2e8d592c,2026-05-01 21:51,29857.04,USD,ACC_5499,ACC_2023
d8c5161e,2026-05-01 21:51,7309.41,RUB,ACC_6433,ACC_9706
c87f2fe2,2026-05-01 21:51,23297.92,RUB,ACC_6107,ACC_3248
56ca9468,2026-05-01 21:51,32282.63,USD,ACC_1619,ACC_4654
c810a819,2026-05-01 21:51,33947.05,RUB,ACC_1250,ACC_5690
50201fe5,2026-05-01 21:51,22354.41,RUB,ACC_4309,ACC_4731
34dff7ac,2026-05-01 21:51,34460.77,USD,ACC_6618,ACC_8422
27559671,2026-05-01 21:51,39059.05,USD,ACC_1361,ACC_7908
9ed14bca,2026-05-01 21:51,14003.94,RUB,ACC_1012,ACC_2339
980d8568,2026-05-01 21:51,31967.51,EUR,ACC_5139,ACC_2635
efe25d90,2026-05-01 21:51,40638.18,USD,ACC_6777,ACC_5184
edacdd67,2026-05-01 21:51,24087.83,EUR,ACC_2881,ACC_9904
adf3f76b,2026-05-01 21:51,24853.92,EUR,ACC_4222,ACC_1118
2326e086,2026-05-01 21:51,9515.88,USD,ACC_4657,ACC_4541
ed88dba5,2026-05-01 21:51,422.19,USD,ACC_1752,ACC_1080
79c323b1,2026-05-01 21:51,39154.18,RUB,ACC_5688,ACC_3370
3892b025,2026-05-01 21:51,2351.50,USD,ACC_5366,ACC_2003
29eef192,2026-05-01 21:51,29911.15,EUR,ACC_2750,ACC_4714
59f0e423,2026-05-01 21:51,44442.15,USD,ACC_4989,ACC_1081
4c7a8e93,2026-05-01 21:51,31112.16,EUR,ACC_1544,ACC_8659
d926cf76,2026-05-01 21:51,43989.34,RUB,ACC_6731,ACC_1205
0779d961,2026-05-01 21:51,29449.47,EUR,ACC_2301,ACC_7822
427f9fcb,2026-05-01 21:51,18399.68,RUB,ACC_5404,ACC_6076
0b504e65,2026-05-01 21:51,6150.42,USD,ACC_3088,ACC_4364
2b2cbdad,2026-05-01 21:51,41813.18,RUB,ACC_6056,ACC_5139
f0099d40,2026-05-01 21:51,1202.91,RUB,ACC_5032,ACC_2084
5bdd0b1e,2026-05-01 21:51,17291.75,USD,ACC_5016,ACC_3167
11f95639,2026-05-01 21:51,36688.28,EUR,ACC_7007,ACC_4818
5f2b7148,2026-05-01 21:51,13640.35,EUR,ACC_5108,ACC_2436
a5f3f2a6,2026-05-01 21:51,10653.88,RUB,ACC_1865,ACC_5840
408f4f1f,2026-05-01 21:51,40521.98,EUR,ACC_5541,ACC_3118
b919656e,2026-05-01 21:51,37558.38,RUB,ACC_5686,ACC_7157
b78e809c,2026-05-01 21:51,11321.90,USD,ACC_3212,ACC_2125
f75a0395,2026-05-01 21:51,14196.31,EUR,ACC_3636,ACC_8331
66dca0a6,2026-05-01 21:51,2015.26,USD,ACC_7253,ACC_8252
00f431b4,2026-05-01 21:51,41919.45,RUB,ACC_7834,ACC_1126
9cf932a3,2026-05-01 21:51,35914.58,EUR,ACC_2191,ACC_3298
fdbf6bcd,2026-05-01 21:51,48385.67,EUR,ACC_7023,ACC_7810
acec65dc,2026-05-01 21:51,29820.90,USD,ACC_7396,ACC_9219
d3e7ed2a,2026-05-01 21:51,16521.51,EUR,ACC_8830,ACC_5801
a2382171,2026-05-01 21:51,27694.67,EUR,ACC_1904,ACC_3523
75fc1c95,2026-05-01 21:51,441.46,USD,ACC_7057,ACC_5235
9df9abad,2026-05-01 21:51,28117.48,RUB,ACC_9904,ACC_8330
2faea8c1,2026-05-01 21:51,45629.95,RUB,ACC_5475,ACC_8293
fe57a66c,2026-05-01 21:51,22726.36,RUB,ACC_7054,ACC_9548
48e8d87a,2026-05-01 21:51,1039.13,EUR,ACC_7194,ACC_3420
e915b533,2026-05-01 21:51,7840.56,EUR,ACC_3219,ACC_9986
d427df15,2026-05-01 21:51,48813.64,EUR,ACC_9862,ACC_5814
17826d00,2026-05-01 21:51,45914.87,EUR,ACC_1471,ACC_9664
7e164543,2026-05-01 21:51,21772.24,EUR,ACC_6992,ACC_6327
bbd1c32c,2026-05-01 21:51,44016.28,RUB,ACC_9875,ACC_7835
092c5666,2026-05-01 21:51,33571.90,USD,ACC_4555,ACC_7963
b5ae6d80,2026-05-01 21:51,23716.43,EUR,ACC_7309,ACC_5841
54fe5e8a,2026-05-01 21:51,1965.97,USD,ACC_3985,ACC_9838
e05ed5e1,2026-05-01 21:51,16925.42,EUR,ACC_8847,ACC_4177
1878a77f,2026-05-01 21:51,21348.37,RUB,ACC_7971,ACC_4452
eddeacbc,2026-05-01 21:51,20757.12,EUR,ACC_5621,ACC_2411
20cc3378,2026-05-01 21:51,47997.17,EUR,ACC_1555,ACC_7597
b64c6d3c,2026-05-01 21:51,49825.64,USD,ACC_5016,ACC_2021
fa47eba3,2026-05-01 21:51,13196.68,RUB,ACC_4449,ACC_5751
ea9f0026,2026-05-01 21:51,33669.98,RUB,ACC_3556,ACC_2463
c8b13c39,2026-05-01 21:51,7712.03,RUB,ACC_9339,ACC_7888
31ef16a9,2026-05-01 21:51,1322.42,RUB,ACC_3493,ACC_9470
31833147,2026-05-01 21:51,2167.68,EUR,ACC_6618,ACC_2637
785fe6d9,2026-05-01 21:51,6161.57,RUB,ACC_3896,ACC_7221
fb0a8567,2026-05-01 21:51,42006.18,RUB,ACC_7120,ACC_6519
db5b8f93,2026-05-01 21:51,5150.16,USD,ACC_5309,ACC_5162
9d315128,2026-05-01 21:51,43159.46,RUB,ACC_1237,ACC_8021
3284eaa8,2026-05-01 21:51,13392.34,RUB,ACC_3639,ACC_2196
0e457134,2026-05-01 21:51,44095.63,USD,ACC_7076,ACC_8669
71231694,2026-05-01 21:51,3140.14,EUR,ACC_6991,ACC_5998
5b25ef49,2026-05-01 21:51,27553.65,RUB,ACC_6997,ACC_8704
77ac1d2e,2026-05-01 21:51,6045.16,RUB,ACC_7128,ACC_1363
8d671147,2026-05-01 21:51,37575.93,RUB,ACC_5109,ACC_9702
a2e5a36d,2026-05-01 21:51,2682.51,EUR,ACC_6776,ACC_3629
91fda682,2026-05-01 21:51,17882.78,USD,ACC_3730,ACC_1516
d8ba66b5,2026-05-01 21:51,35493.16,RUB,ACC_2359,ACC_6703
875f20b9,2026-05-01 21:51,44102.20,RUB,ACC_8711,ACC_8000
d3de219a,2026-05-01 21:51,41088.86,EUR,ACC_7852,ACC_1406
ec1f5560,2026-05-01 21:51,6080.27,RUB,ACC_2738,ACC_8149
171d3083,2026-05-01 21:51,47806.82,EUR,ACC_7367,ACC_5669
2cf04968,2026-05-01 21:51,45316.39,EUR,ACC_8867,ACC_6024
bb4ea047,2026-05-01 21:51,45296.06,RUB,ACC_6811,ACC_4288
bbf9f7c7,2026-05-01 21:51,40899.77,EUR,ACC_7154,ACC_2169
a87af05e,2026-05-01 21:51,24921.56,EUR,ACC_3581,ACC_3637
ffb123b4,2026-05-01 21:51,25848.75,EUR,ACC_3574,ACC_2095
ca80c513,2026-05-01 21:51,25113.10,EUR,ACC_7750,ACC_1183
db2448e8,2026-05-01 21:51,25912.57,EUR,ACC_8515,ACC_8168
bd202369,2026-05-01 21:51,49850.41,USD,ACC_9396,ACC_3315
7c37a081,2026-05-01 21:51,15056.26,RUB,ACC_8299,ACC_2354
5637a5ce,2026-05-01 21:51,13669.53,EUR,ACC_3367,ACC_3559
710ca363,2026-05-01 21:51,14856.66,USD,ACC_4040,ACC_5343
e35f25b0,2026-05-01 21:51,35106.52,USD,ACC_6231,ACC_6305
fee67c09,2026-05-01 21:51,15841.47,EUR,ACC_5116,ACC_7956
ab221a23,2026-05-01 21:51,23.80,RUB,ACC_1801,ACC_8124
e7228b1e,2026-05-01 21:51,45078.56,EUR,ACC_2175,ACC_8479
14903d0d,2026-05-01 21:51,1477.31,USD,ACC_5839,ACC_1241
b4336faa,2026-05-01 21:51,43030.76,USD,ACC_2091,ACC_3074
eb4f2367,2026-05-01 21:51,2245.65,RUB,ACC_3453,ACC_6613
0dd692cd,2026-05-01 21:51,20970.32,USD,ACC_9045,ACC_8214
f61c234f,2026-05-01 21:51,29687.53,USD,ACC_2797,ACC_1617
4d529747,2026-05-01 21:51,16585.05,EUR,ACC_1095,ACC_6343
55390821,2026-05-01 21:51,40367.16,RUB,ACC_3706,ACC_9479
7b179034,2026-05-01 21:51,14793.62,EUR,ACC_3198,ACC_6261
ef2fc990,2026-05-01 21:51,19865.66,USD,ACC_6339,ACC_2056
1355315d,2026-05-01 21:51,46477.83,USD,ACC_3707,ACC_7019
9d945e7a,2026-05-01 21:51,21235.53,USD,ACC_1187,ACC_9719
95652cdc,2026-05-01 21:51,7320.74,USD,ACC_6454,ACC_2217
d8431ff4,2026-05-01 21:51,45115.29,EUR,ACC_4346,ACC_4154
ca0cd84e,2026-05-01 21:51,1781.84,USD,ACC_9227,ACC_3809
62b06e42,2026-05-01 21:51,18740.57,RUB,ACC_5650,ACC_3087
9cbcc12b,2026-05-01 21:51,3613.88,EUR,ACC_5624,ACC_7393
30860cd7,2026-05-01 21:51,12494.66,RUB,ACC_3565,ACC_7628
3a735dbf,2026-05-01 21:51,39468.25,EUR,ACC_4017,ACC_9764
18864834,2026-05-01 21:51,29102.32,RUB,ACC_3593,ACC_7986
8da39ff3,2026-05-01 21:51,6360.58,RUB,ACC_6770,ACC_4977
8ed336b5,2026-05-01 21:51,48469.87,RUB,ACC_2987,ACC_3275
3461232e,2026-05-01 21:51,39309.86,EUR,ACC_3641,ACC_2250
95dcbae8,2026-05-01 21:51,37838.71,RUB,ACC_7134,ACC_9550
40174452,2026-05-01 21:51,26269.57,RUB,ACC_8945,ACC_3860
b6cefc27,2026-05-01 21:51,34018.94,RUB,ACC_6410,ACC_2863
4c28086c,2026-05-01 21:51,26145.08,USD,ACC_8461,ACC_9297
ba7e3739,2026-05-01 21:51,13601.90,USD,ACC_4467,ACC_2193
067bf071,2026-05-01 21:51,23617.63,RUB,ACC_5613,ACC_3661
1623c954,2026-05-01 21:51,5312.55,EUR,ACC_5050,ACC_2860
c16955e1,2026-05-01 21:51,26219.75,RUB,ACC_3281,ACC_4714
1a7677f5,2026-05-01 21:51,20232.82,USD,ACC_9731,ACC_9730
4983d93b,2026-05-01 21:51,37835.15,RUB,ACC_1078,ACC_9465
29f1f782,2026-05-01 21:51,24965.26,EUR,ACC_8778,ACC_6613
19d25299,2026-05-01 21:51,10871.07,RUB,ACC_7859,ACC_5944
71dd7284,2026-05-01 21:51,49734.90,EUR,ACC_2900,ACC_9287
0fb271d4,2026-05-01 21:51,27023.84,EUR,ACC_8082,ACC_6343
b889cce7,2026-05-01 21:51,7449.20,EUR,ACC_5279,ACC_1953
34adb43f,2026-05-01 21:51,10769.75,RUB,ACC_5786,ACC_6554
ab56953e,2026-05-01 21:51,1726.63,USD,ACC_8540,ACC_8385
650f05f9,2026-05-01 21:51,9605.65,RUB,ACC_5606,ACC_8132
6aebac8e,2026-05-01 21:51,24779.59,RUB,ACC_5385,ACC_5350
0c29d363,2026-05-01 21:51,2964.00,EUR,ACC_9540,ACC_5577
cce31388,2026-05-01 21:51,29528.71,EUR,ACC_8247,ACC_7431
eb6248bb,2026-05-01 21:51,46558.11,RUB,ACC_7812,ACC_9297
1d4bb2ef,2026-05-01 21:51,30905.58,EUR,ACC_4010,ACC_9064
ec5b9124,2026-05-01 21:51,38915.79,RUB,ACC_4523,ACC_3649
f733f05b,2026-05-01 21:51,695.94,EUR,ACC_9155,ACC_9794
b1f9b1c3,2026-05-01 21:51,48477.34,EUR,ACC_7472,ACC_4188
3b8988d8,2026-05-01 21:51,18698.37,EUR,ACC_9920,ACC_8974
06b09e5d,2026-05-01 21:51,38522.13,RUB,ACC_8029,ACC_5392
acdb7f4d,2026-05-01 21:51,18176.43,USD,ACC_9966,ACC_4234
b37b41ee,2026-05-01 21:51,48942.31,RUB,ACC_9681,ACC_6160
53a4b0dc,2026-05-01 21:51,6353.11,USD,ACC_6201,ACC_9770
1ba9f042,2026-05-01 21:51,36911.27,EUR,ACC_6681,ACC_2297
fe0c84ac,2026-05-01 21:51,19024.50,EUR,ACC_6076,ACC_9540
513b2367,2026-05-01 21:51,8819.55,USD,ACC_5315,ACC_3136
6227e11d,2026-05-01 21:51,909.89,RUB,ACC_6200,ACC_3876
df1209e0,2026-05-01 21:51,43741.74,USD,ACC_6487,ACC_8443
7a87a91f,2026-05-01 21:51,12111.15,USD,ACC_7960,ACC_1937
6ebcb3d8,2026-05-01 21:51,14434.30,EUR,ACC_6004,ACC_5798
b4a348d1,2026-05-01 21:51,31807.51,USD,ACC_8908,ACC_2075
6667cc18,2026-05-01 21:51,24711.64,EUR,ACC_9806,ACC_2488
797adc03,2026-05-01 21:51,18070.75,USD,ACC_3562,ACC_2102
a006dde8,2026-05-01 21:51,16698.13,RUB,ACC_2961,ACC_8450
1ec46774,2026-05-01 21:51,42859.60,USD,ACC_4909,ACC_4913
bf0b282b,2026-05-01 21:51,49701.33,RUB,ACC_3336,ACC_4169
7062139c,2026-05-01 21:51,4741.93,USD,ACC_8849,ACC_2395
266a5395,2026-05-01 21:51,32284.45,EUR,ACC_4111,ACC_3821
e5f07c96,2026-05-01 21:51,22923.55,RUB,ACC_8933,ACC_3439
20c9cc1b,2026-05-01 21:51,28389.88,RUB,ACC_4606,ACC_9807
dc703c20,2026-05-01 21:51,24014.72,EUR,ACC_3476,ACC_7092
84a14444,2026-05-01 21:51,35473.55,EUR,ACC_5706,ACC_5473
2083fccd,2026-05-01 21:51,27762.57,RUB,ACC_9551,ACC_6874
3bbc3999,2026-05-01 21:51,26307.60,USD,ACC_2770,ACC_2502
c27bbd32,2026-05-01 21:51,31522.98,USD,ACC_2416,ACC_1856
958a4c2c,2026-05-01 21:51,1102.15,EUR,ACC_4548,ACC_7564
8fe47e2b,2026-05-01 21:51,33071.79,RUB,ACC_9759,ACC_6542
3ff5c538,2026-05-01 21:51,17910.92,RUB,ACC_9473,ACC_6153
d210202e,2026-05-01 21:51,28007.87,RUB,ACC_1467,ACC_7795
9dfd9538,2026-05-01 21:51,30371.17,RUB,ACC_7644,ACC_5001
86882b91,2026-05-01 21:51,17393.80,EUR,ACC_9595,ACC_6505
ca47f258,2026-05-01 21:51,17745.43,USD,ACC_3373,ACC_4745
a3515f0a,2026-05-01 21:51,7984.99,RUB,ACC_6622,ACC_9270
7fbaed7d,2026-05-01 21:51,38792.19,USD,ACC_8205,ACC_8191
a8e77f91,2026-05-01 21:51,3937.89,EUR,ACC_1639,ACC_4171
8905acfe,2026-05-01 21:51,21196.09,USD,ACC_5763,ACC_2512
babe3481,2026-05-01 21:51,22877.35,EUR,ACC_9358,ACC_6249
e28d1c97,2026-05-01 21:51,14362.42,EUR,ACC_8595,ACC_9244
ff7753c9,2026-05-01 21:51,24108.37,RUB,ACC_5787,ACC_7816
09aab017,2026-05-01 21:51,23589.59,USD,ACC_7003,ACC_1076
facde4b4,2026-05-01 21:51,17673.95,USD,ACC_2397,ACC_5902
4e12644e,2026-05-01 21:51,45425.55,RUB,ACC_4552,ACC_1488
ab389276,2026-05-01 21:51,19052.23,EUR,ACC_7973,ACC_9154
fe6ffe35,2026-05-01 21:51,49505.83,EUR,ACC_9308,ACC_2114
21598c16,2026-05-01 21:51,49546.96,EUR,ACC_1617,ACC_7006
ac5ce3ca,2026-05-01 21:51,2924.28,RUB,ACC_2284,ACC_2395
aaf5f5ef,2026-05-01 21:51,48288.63,USD,ACC_1333,ACC_6803
502b2444,2026-05-01 21:51,13600.76,USD,ACC_1745,ACC_9431
149c8bde,2026-05-01 21:51,29401.41,RUB,ACC_6786,ACC_6543
a604a1bc,2026-05-01 21:51,20459.31,EUR,ACC_9645,ACC_5317
643b85fa,2026-05-01 21:51,13044.90,RUB,ACC_7820,ACC_2336
51d90022,2026-05-01 21:51,8858.51,USD,ACC_2086,ACC_8624
ff7b9558,2026-05-01 21:51,41066.80,EUR,ACC_8000,ACC_3821
f9cb459c,2026-05-01 21:51,344.33,RUB,ACC_4708,ACC_9329
ebb9f523,2026-05-01 21:51,17881.89,RUB,ACC_2574,ACC_8933
4cb325b3,2026-05-01 21:51,6123.77,USD,ACC_1559,ACC_4951
db5cea0d,2026-05-01 21:51,31088.85,EUR,ACC_8196,ACC_3167
255df1bd,2026-05-01 21:51,47274.38,USD,ACC_2149,ACC_6750
04e46485,2026-05-01 21:51,38201.38,EUR,ACC_6611,ACC_4130
197194e0,2026-05-01 21:51,19278.97,USD,ACC_3780,ACC_4079
81c699c0,2026-05-01 21:51,8068.72,USD,ACC_6166,ACC_8066
112ddc81,2026-05-01 21:51,11899.86,RUB,ACC_1091,ACC_7918
503c6dce,2026-05-01 21:51,48695.21,RUB,ACC_7532,ACC_3049
2253211b,2026-05-01 21:51,9177.60,USD,ACC_8307,ACC_6482
421bf304,2026-05-01 21:51,4887.89,EUR,ACC_6058,ACC_1685
3b99f533,2026-05-01 21:51,47817.04,RUB,ACC_8301,ACC_9450
0826f45e,2026-05-01 21:51,44701.16,USD,ACC_3272,ACC_9257
5701045a,2026-05-01 21:51,10026.66,USD,ACC_4776,ACC_1829
6ef77162,2026-05-01 21:51,32409.78,RUB,ACC_6488,ACC_8694
1b9a1703,2026-05-01 21:51,32568.37,RUB,ACC_9770,ACC_1828
bad201d2,2026-05-01 21:51,11618.80,RUB,ACC_8258,ACC_9780
968ee572,2026-05-01 21:51,21324.86,USD,ACC_4877,ACC_7246
cb917b97,2026-05-01 21:51,329.45,EUR,ACC_1114,ACC_6693
696d2803,2026-05-01 21:51,25215.46,RUB,ACC_6473,ACC_3997
8fb6499e,2026-05-01 21:51,740.38,EUR,ACC_9715,ACC_1900
411b6ced,2026-05-01 21:51,27009.80,EUR,ACC_9230,ACC_1443
38979885,2026-05-01 21:51,13971.88,USD,ACC_6175,ACC_5110
0148ad78,2026-05-01 21:51,38551.30,EUR,ACC_7104,ACC_1371
73ef6d9a,2026-05-01 21:51,23232.44,USD,ACC_5541,ACC_1155
25256c90,2026-05-01 21:51,47608.63,EUR,ACC_8030,ACC_3300
24c81f09,2026-05-01 21:51,14638.04,USD,ACC_7374,ACC_6904
5ec2a4fa,2026-05-01 21:51,47787.34,RUB,ACC_2770,ACC_3844
297c07be,2026-05-01 21:51,8928.99,USD,ACC_4671,ACC_2015
7b31ed86,2026-05-01 21:51,39580.60,USD,ACC_7179,ACC_9857
93af525f,2026-05-01 21:51,9582.99,USD,ACC_9754,ACC_6409
e6c7c9d1,2026-05-01 21:51,35408.10,USD,ACC_8869,ACC_4849
b1cf9333,2026-05-01 21:51,16026.29,USD,ACC_8109,ACC_4642
dd6d3224,2026-05-01 21:51,14622.25,RUB,ACC_2174,ACC_1251
f76ab65b,2026-05-01 21:51,49468.93,RUB,ACC_2362,ACC_1404
4a6fc1ea,2026-05-01 21:51,16048.54,RUB,ACC_3798,ACC_5414
12a19024,2026-05-01 21:51,46918.67,EUR,ACC_2234,ACC_7555
a8734c89,2026-05-01 21:51,45062.97,EUR,ACC_9701,ACC_9410
1774573b,2026-05-01 21:51,33333.87,RUB,ACC_4252,ACC_1681
852db0fe,2026-05-01 21:51,8680.39,USD,ACC_3644,ACC_8640
663004c2,2026-05-01 21:51,24222.73,RUB,ACC_6170,ACC_7538
e6c45095,2026-05-01 21:51,47323.89,RUB,ACC_8629,ACC_1425
bb6a13c2,2026-05-01 21:51,23024.30,USD,ACC_4779,ACC_7485
9ff9790c,2026-05-01 21:51,2708.26,RUB,ACC_7385,ACC_9679
eb63ebb6,2026-05-01 21:51,39944.26,RUB,ACC_4893,ACC_1700
a21cb5e8,2026-05-01 21:51,10256.37,RUB,ACC_9545,ACC_4574
81db8308,2026-05-01 21:51,18239.11,RUB,ACC_2703,ACC_1646
f30a428f,2026-05-01 21:51,27678.07,RUB,ACC_1242,ACC_8055
5f4bfd13,2026-05-01 21:51,19873.10,RUB,ACC_7329,ACC_3188
a107bf13,2026-05-01 21:51,9719.55,EUR,ACC_8232,ACC_4648
97187dc8,2026-05-01 21:51,11103.90,USD,ACC_8228,ACC_7857
f3310ee2,2026-05-01 21:51,38036.26,USD,ACC_8539,ACC_4133
87b248c3,2026-05-01 21:51,8067.22,EUR,ACC_2080,ACC_3797
bc7d5107,2026-05-01 21:51,34855.64,RUB,ACC_9863,ACC_7731
4edda5e5,2026-05-01 21:51,1896.03,EUR,ACC_5503,ACC_3840
40863529,2026-05-01 21:51,49875.47,RUB,ACC_2673,ACC_7255
58495bb8,2026-05-01 21:51,27371.15,RUB,ACC_9033,ACC_5602
83292e61,2026-05-01 21:51,16928.62,USD,ACC_4357,ACC_9499
63b65f92,2026-05-01 21:51,27206.29,RUB,ACC_8043,ACC_4578
c505b2c6,2026-05-01 21:51,46169.72,RUB,ACC_3283,ACC_4942
7639cfcc,2026-05-01 21:51,49793.45,RUB,ACC_5391,ACC_2476
a0debfdc,2026-05-01 21:51,19325.35,EUR,ACC_2162,ACC_4263
a5947ead,2026-05-01 21:51,6571.13,RUB,ACC_3646,ACC_1843
